nominal_0,nominal_1,nominal_2,nominal_3,nominal_4,numeric_0,numeric_1,numeric_2,numeric_3,numeric_4,score
15,12,23,28,11,6.658769845293609,0.0819929661211459,-1.3884516552119222,-1.1065212582225423,-0.0993300810773412,8.878160220863395
5,12,13,0,13,4.813079463348588,0.12921013618080834,-1.7054284635277723,-0.4136646292688525,-0.2524854676830124,6.201236471845136
18,9,4,28,10,3.2649816887103715,0.10062912567130297,1.3501202007518036,0.21389185615581743,0.1804419411281295,2.0397156296443066
25,14,25,28,2,1.4683886239769373,-0.1116292002339582,6.4980515117960795,-0.4171643320315739,2.1553227039865512,16.715270854114973
1,14,21,13,7,1.4852927078416034,0.007225820306113864,2.260293629644366,0.4674883638163666,1.2405229003167482,18.439841518087217
16,12,25,13,1,6.0932814993089215,0.051506695192072786,-4.589774554628395,0.04173050451536697,3.1451875454082616,6.151570319507989
18,14,17,22,0,2.0350261921863053,0.039983809923562916,-0.7654480955029899,-2.2559628762411585,0.6808944616277616,2.1723803347605872
23,10,25,12,10,0.3611415016148234,-0.0244812848600423,1.912417101350992,0.38812086811844715,1.6915804770704916,2.7120552563070643
20,11,10,11,4,4.525933541260942,-0.023503412870903018,1.331875753331881,0.3546657233710435,1.8903762119181404,25.591922150750683
5,12,3,28,0,3.4480859782646496,0.08325129928140826,10.898756680551783,0.4478753653475137,0.23526403190549905,0.19174105038037137
27,14,3,12,2,3.973217262671967,0.028882508367892787,-0.8968417859483828,-0.0048171044469327295,1.9856925254264175,6.386301191813531
6,4,23,13,14,0.9671311347289278,0.020578062165520796,-0.5291098087582518,-0.3887374027045154,1.5837215883999334,5.294712606095999
13,16,5,12,2,0.04160433872067637,0.08718898098755068,5.413730113984856,0.8952700105439427,1.754642787839649,2.950068631102867
20,9,4,22,2,0.3685291896347209,-0.06521317439682697,3.148442277784577,1.0001465649763697,1.538674278158441,3.497436867843596
15,12,4,28,7,4.9293150151400535,-0.07747856761457395,3.1030775902584544,-0.2725540617684956,1.8363088319402934,8.0780499448001
11,9,3,16,4,6.72188374791409,-0.058014608469608965,4.244811434817595,-0.898936698196904,2.0537549366194323,4.183403306269908
6,3,23,28,16,2.4962098356635174,0.10559707834462811,3.1774506096767627,-0.45237206044601874,0.6105817030493705,15.846804970606435
11,12,16,12,4,-1.0362655061626023,0.10207191014260678,-3.4292184357350486,-1.1897387719332624,0.33450933264741634,21.695364267409854
29,11,3,28,0,2.8771904447421743,0.01542201426248037,0.19393889164281486,-0.8859059102723993,1.4473452672743872,-0.22546487438666885
1,12,15,13,1,3.156989546604808,0.036759950417359084,1.7794641140871044,0.6847597281228089,1.4723964529507063,9.205687864197763
18,12,9,27,2,2.8731170498219223,0.08162589153989122,-2.4420399041044023,0.057054770561467266,1.7001151580279208,-0.3037469908925744
18,12,3,28,4,2.82659608130703,0.022166204675237194,5.3539544172897084,-0.871116843022512,1.5077338878192263,3.2782029944280966
4,21,25,27,16,2.2888651429916447,0.12184774452509031,-5.197287052556609,0.29502232862953637,2.0774535198760247,22.67276084657835
18,9,23,12,12,4.306476074259038,-0.030939871145593226,2.779537207899417,0.670262572088027,0.6617465968653627,14.24123267868416
25,12,8,28,2,4.565463474960383,0.029063192876207136,-2.5637940058850637,-1.917991453417851,1.471751780302534,13.056690293157352
18,11,8,14,0,0.22534465327884012,-0.020484050357223046,-5.08604625366637,0.9380141868689468,2.249679564410458,5.5204966157885
20,16,4,25,4,2.3893997520133605,0.12691923184408904,7.2810669887251604,0.21833916283890334,0.7814940352575783,6.549172902098645
24,7,16,28,7,2.541975174961163,0.027038282274829108,7.9387801958420665,-0.05916462904487124,0.8288327281810675,13.015364997123164
1,15,9,28,7,3.327167381828505,0.016864982247174302,4.206025621225984,-0.13021861364610043,0.13594333629659516,1.626477566698767
6,15,3,15,7,4.420025705062782,0.009699113702058199,15.526255306099978,-0.7823044269111695,1.1995381162922611,11.828353192968965
11,9,20,27,16,4.229604263077661,0.0754123941260903,-3.17415684959761,0.8714539878891706,2.1820261637290708,9.158111939221849
29,11,3,22,1,4.05799293451176,0.09293068616744013,5.291642134041377,0.07743898724588119,1.9364656204705566,3.1223517246149384
18,11,9,15,10,4.0684973603020556,0.05587893728272632,-1.631525196972386,-1.1300351441934324,1.0743344222089029,12.292370812617753
29,11,5,15,0,8.489946024039813,0.09483210047051804,1.1824552076003665,-0.041420255581712584,0.2046226536363931,6.556715791451873
5,23,25,28,0,0.5468295152237177,0.054328457017578456,-1.5536012030480644,0.10963792338423786,1.2276050786210038,8.128742718928645
1,5,4,1,1,-0.5167088469643044,-0.026807868245663738,4.1079455102127245,-1.7133704596708932,2.711584435673366,2.4268148812454924
29,6,23,27,16,0.31174892919885755,-0.037167791803505996,-1.3160148977055413,-0.24543116829072048,1.519409304002869,5.931860540400001
29,9,4,27,2,3.282596608087886,0.08220635527980183,-6.851140391294906,-1.1057485963903118,0.10779877062543619,3.5808614260568996
5,14,8,27,13,1.9494653552766024,0.05739186013113801,-1.928837176520913,-0.30964445814398756,0.9086636730490327,0.35449036149064017
13,11,3,27,9,4.430634402761417,0.15038627133155252,0.7055924108487289,0.47987669957796175,1.2100997565038911,7.931883641484932
14,12,20,27,2,4.681451903388421,0.029811974943854,-19.692421829631684,-0.3817035877880699,0.9727469973493372,4.577283652574222
29,6,0,6,4,3.1245424803720825,-0.03438764007146554,13.830297546889645,-1.0889510000743658,1.7488478507571088,4.002853190951653
18,9,23,28,5,8.057231590512366,0.03419143079391627,6.739774292776741,-0.176768419821574,0.8106101512809136,11.235067268145496
1,12,3,10,0,-0.9782091626091161,0.09830132979133502,-4.639345530229142,-0.30136554747784255,2.7844220839239213,19.208301808136454
15,5,23,28,0,1.3096131106042932,0.14455734825613623,0.8131272364053826,0.15132120890831594,0.9996967421616754,11.225839353856072
1,12,23,28,12,2.1950718285139477,-0.01425823395101148,11.928916638460692,1.496568915846236,1.3033548781677764,1.1265280965870133
24,15,8,13,2,5.7154643325778185,-0.1205325012919242,-2.0401961579933214,-0.7495840698441889,1.3326552931372024,1.2377106020774784
1,11,16,12,13,3.467145824484089,-0.08492908637922109,9.565064770736212,-1.2982337546605867,2.486483667871555,6.12071398769038
11,12,20,15,1,5.738682920204307,0.04591297401289235,16.90025464361315,-0.3722199547553065,2.098823170853452,6.283191785431972
5,12,20,27,16,4.093368532509474,0.0555939033000424,-1.2935835228346788,0.8093883996185299,3.1245943821444175,39.80511833519567
28,9,8,12,7,0.20720388110275545,0.061363324175043706,2.87697854735419,0.23591417493766195,1.654190872580898,9.839828648676527
15,16,20,28,16,2.389314805289981,-0.010180191594957366,-8.3440389967783,-2.452556691114757,0.14753548789671567,16.690628783491576
18,21,16,12,4,-0.5294445624063604,-0.106628491641271,0.6560229313213426,-0.16490418399820228,1.6430024451563927,15.964434564739511
13,11,23,28,4,4.050237859949721,-0.01967373456815237,17.182333323641625,0.4952703377144523,0.11359154046819686,4.373838923653522
18,3,4,2,2,2.8211618043533484,-0.025955535319457657,-10.634579280582658,-0.15113788834266909,0.7788591567643836,52.04850433392934
29,12,22,28,11,0.8214241348423035,0.036647523857805515,10.6577313044475,-0.22230858526246483,1.4743616119544551,12.243687401534581
4,15,11,15,2,4.3428409013360305,0.042765325319357034,-0.02916268105657771,0.005243300959838076,1.121246890433804,3.980024406757939
27,9,17,12,2,1.0838638055882122,0.038428852158149326,3.9620435939304626,-0.45605501272151994,1.6194595318801195,27.02424401870877
1,12,23,15,2,2.117880511003804,-0.0103208205869212,7.055553148876305,-1.1941122670870388,0.5121031657498677,22.447849645167896
6,5,4,28,0,6.231908697175169,0.08321438017984498,2.220691509374442,-0.16276243414535627,1.0244337571394355,3.973101622112523
6,3,4,27,4,3.5209505427796035,0.020539746503466693,6.588397414132869,1.7172362811755135,2.202760489176321,1.4388839904946806
11,16,20,28,2,-0.06610019440220194,-0.011793996280027745,-6.7525726784980735,-0.10409729783605828,0.6637591729240074,1.6540669809344886
22,12,3,27,0,5.080251645292993,-0.05539170255815728,10.19245985773759,0.7974547464683089,2.4505004103286083,14.973379547869522
4,7,3,27,13,3.9175433584260837,0.04223973554063143,-6.6391137499244595,-2.8275018329746286,1.3893948584446318,6.635584770896011
11,7,3,28,4,1.2375717102246426,0.12105676813910313,-7.75990607556557,-0.334879058228592,-0.15268569523043873,15.080748789548728
24,16,17,28,2,2.007110832199905,-0.02408722842245526,-4.1637615893669,0.6131683013134027,2.2948591596931385,10.490758136559567
4,24,0,2,7,-0.2840868274987347,0.09852274112032972,-13.880774190034506,-1.355739064846723,1.4447918688162142,11.371547122474636
29,11,8,28,10,3.5504099515411593,-0.11644837294088409,8.475012748708574,0.1306921333644044,0.04210106772707323,10.52023217432359
18,9,8,28,10,3.018067772284933,0.07865227826719959,4.883523017195654,-1.8459078565339446,1.1615400742239783,21.84143015091851
18,16,4,11,10,2.84501225661179,0.05925440976275459,-1.510223562867549,-0.7351490268013393,1.149121697760199,4.517128670032002
29,16,3,28,4,3.5708952735668817,0.080032705327423,4.989229452576777,0.7189000446129743,0.28487970565723053,8.699139503733221
1,12,4,7,2,3.670076384906487,0.023039621253603818,7.387281304075724,0.01708169461804221,2.0661201109342495,9.165983081908312
1,15,25,12,0,4.764086873437955,-0.06108846766332137,9.933571401542324,0.3167942691007529,1.258009775662787,15.625915616322693
15,9,4,12,2,1.354592015811515,0.010356869985856016,-0.548430910578354,-0.7884708560880684,0.1621958385481146,2.8484324258168003
11,7,18,28,10,2.0854239570308244,0.11258842656189519,5.725268985303231,-0.07283861124856873,2.383733262030592,9.863315058035672
25,14,4,28,4,3.392404899992764,-0.04644477771823397,4.770152138044457,0.41907533449089374,0.2956959045433103,2.702611369702155
18,11,9,13,4,3.4329488826625743,0.022520474230274992,-2.480524939890672,-0.5683147079724002,0.35455160556897347,13.333390654535258
23,7,26,28,16,4.218006666597702,8.918366689113916e-05,-3.3121523992064352,0.37302286725194755,-0.1264649032841405,2.8098552791561033
16,9,18,12,0,2.8288399561114903,0.01129968165127354,7.646274409878291,1.22048407398134,0.6940539588292267,27.804907019553063
6,21,23,27,2,2.023436694678315,-0.05335330597561463,2.0453315526906812,-0.5082463868416367,0.4158791556827115,3.6572951592734873
5,6,25,28,2,4.60075362455212,-0.04177653846816753,-5.419515548466572,-0.47385818519117573,2.067913149286802,34.40948514726277
13,9,12,30,10,4.371871322065377,0.05646409540680947,13.072593528262566,0.09703232474463105,1.982245459866531,8.120008932996432
11,12,3,15,0,5.495938769559672,0.14039600572709626,0.9194247244868626,-1.4284327672158923,2.3305289813574808,1.017444400948571
11,7,23,28,4,3.64290217261322,-0.10404789654797383,-0.7680971314139942,0.14246126425667185,1.1407142020179486,6.7373020988344985
11,12,3,15,5,2.22791779597697,-0.047502466550897605,8.857747540606463,0.17168021947975817,0.7898143611058763,8.241148317245347
20,12,4,28,0,2.3601203567395532,-0.019991922934815103,-12.710529966246403,-0.8461495935939313,1.2649035317203976,7.1150188421558775
1,5,4,27,4,3.251483246690011,-0.04575073233231785,-6.184050719611698,-0.0015007702117557087,0.8660505874198952,7.9869448740345375
11,6,3,10,2,2.0447215155719984,-0.08226065082845732,-0.5613636327293128,1.2510620253813722,1.1724776649854065,40.18308624470155
5,9,2,28,4,3.690223126714521,0.0058067236209428,3.8388617709725334,0.7554980008499934,2.126881432784928,3.3837776820193426
20,9,23,12,4,3.715788793162939,0.03142911794609441,5.004109729272308,-0.3874286447140902,1.2965793849584768,2.846726103348449
29,9,0,27,7,2.3085892393468477,0.07169361051197898,0.9977864052046621,-0.3771144644813078,2.804330108667501,3.0556007351970313
29,11,25,12,12,4.966137482362507,0.10945089598734503,4.203183117722306,-0.4029444807410294,0.6521031567229735,3.449769832628406
14,11,20,13,4,-0.1537573173798057,-0.015786984085056688,-8.383151356637793,-1.2933953413507242,0.750325596949273,11.174258833545473
15,9,19,30,2,4.18388668746017,-0.060164938929525576,2.369861022361122,1.3914170711366933,1.783234399180837,-0.42860605029975374
23,0,25,27,7,3.444901843967839,0.05671267961843918,2.963651088807759,0.27632076135805317,1.4106208495983072,0.5003431423523818
24,16,0,9,13,1.1478676029385095,-0.08461886052322343,9.729602315141886,-1.3559009586953854,-0.5508196884163208,0.5773503756200674
16,12,3,25,14,2.163235513035311,-0.056154419396495035,8.039956729465855,-0.164270151568651,0.4973156734818637,13.594219931787249
