sensor_id,location_id,voltage,temperature,humidity,iforest_score
sensor_5,location_6,88.08784631607251,59.73468873677878,0.8832746958499946,6.564170463867965
sensor_7,location_0,97.07237447983708,55.59605850628855,0.9238749884701639,7.411980648833485
sensor_0,location_0,84.84226118536607,47.89596442328342,0.03399519529643071,15.581329100460623
sensor_6,location_6,85.43153214230927,70.71329396876911,0.9001310786209032,2.793176785261695
sensor_7,location_6,43.34430245987896,12.725109495131385,0.7598623156980061,3.196741186806902
sensor_0,location_0,58.30363553117588,82.64755793010323,0.9287484520845546,2.240014933639132
sensor_7,location_6,7.140384197661875,91.42006559241,0.5740176747808653,8.272844266797694
sensor_5,location_5,53.042566111435704,13.098412599661671,0.5680770229612542,11.146403952206605
sensor_5,location_2,51.42650905520143,56.68546186986829,0.6467498007695379,16.572947717308686
sensor_6,location_4,6.238886887905249,33.43993444619936,0.5111849837856222,10.069191807948684
sensor_7,location_0,79.1311273325443,75.80585609212591,0.9212858600196469,5.680507067057086
sensor_7,location_6,80.74368591828431,47.303165226220166,0.9789817096805173,4.040775463742738
sensor_4,location_5,27.847205808896845,21.769791605614152,0.3035763114939336,15.380537099021899
sensor_0,location_6,44.3753426639649,52.3891110460511,0.676819607647628,11.204354426791767
sensor_5,location_6,15.883082724473097,50.66928343516555,0.19286080377008777,6.7007411136347965
sensor_5,location_7,80.9490284538014,77.50240887925519,0.6222093570645983,7.663057725656555
sensor_6,location_6,48.19556698044997,15.153541626645136,0.7861652419696794,6.000240542085686
sensor_6,location_0,82.16151100745385,69.22955321149989,0.775442110302597,3.4617108775691294
sensor_0,location_5,62.48459648380453,58.474331704078175,0.5337767202531076,10.24242175464937
sensor_4,location_8,25.122454595519194,39.966703115345894,0.3319420903296613,5.562516466560632
sensor_6,location_7,18.95707324801055,36.03162299255035,0.22102204230808994,19.078457779373025
sensor_4,location_5,19.6601143965083,11.170665575481152,0.7718629045503358,3.1962584306441597
sensor_5,location_4,2.0386207751276197,61.47342527546049,0.19605475466993227,11.315319103495202
sensor_6,location_6,35.114273440113195,34.53555874193555,0.11630535244379606,13.31738288936383
sensor_7,location_2,6.110567369711206,64.0712414785629,0.6118981843212575,4.882489608352948
sensor_0,location_6,31.711076934755454,46.53712070208661,0.2246888824315348,6.37896342159889
sensor_4,location_5,8.318677863536038,63.07338522433003,0.3667631806174201,2.48830843674499
sensor_0,location_5,94.57554657053741,72.7644093127108,0.6448159844302378,9.32538391760579
sensor_7,location_6,77.75404209543649,137.4194598930594,0.24046068382362146,5.784082355972884
sensor_2,location_6,10.074560569205438,13.296555754810399,0.3940413551265706,13.290046043841219
sensor_5,location_0,82.81109980026811,42.474797305330725,0.5339637958979471,6.689878681504291
sensor_7,location_1,75.04647355520218,74.84490811706836,0.5870355459728215,16.193099071724127
sensor_6,location_6,19.153842848745573,57.59866587562331,0.5358508354914666,8.298866275290798
sensor_0,location_6,5.056714573952625,16.016668624183097,0.9357494157972717,10.467120943399209
sensor_6,location_7,44.00168587533083,47.24200292517918,0.7741446207262533,6.815704136352932
sensor_5,location_4,52.0351998165804,53.714212855989295,0.17966993179803628,2.907270262418998
sensor_6,location_0,13.292694801529969,56.337377025709024,0.6355430107090843,3.571650854208168
sensor_6,location_6,10.60860299209393,79.75847631377596,0.9833100092642683,5.6855664853439905
sensor_6,location_0,68.40810444085712,30.374469194484423,0.4955763121049805,3.582128012767283
sensor_6,location_7,46.484818282281296,63.647922843120426,0.9481807424386555,27.038492707795335
sensor_6,location_5,1.7773742609587417,2.0779599482081537,0.32767689686307777,8.816809441512452
sensor_5,location_6,12.449312877233865,30.80748917699592,0.9181641939951695,15.120347089747455
sensor_5,location_6,32.96740905803197,63.96105109284468,0.24281535550350994,6.837758099171283
sensor_6,location_5,86.5950532329345,43.18392420318129,0.9280820665439188,7.313726504606866
sensor_4,location_4,94.75423964248283,29.722534536548743,0.2822345775396139,4.601105784717202
sensor_5,location_7,51.48436808050166,52.69655898443717,0.4662479557680878,5.4476150478150185
sensor_6,location_1,48.51745169357046,77.42923104080148,0.16216909031025026,8.75727144080544
sensor_8,location_4,49.99171606937155,58.59819909346055,0.9498901952915374,8.642716687933248
sensor_0,location_7,18.998960063058945,37.245346144656544,0.06987612287784543,20.648608732151455
sensor_4,location_0,65.3162607247894,43.99692716336152,0.8453645101999357,4.242949627538639
sensor_4,location_6,73.3747385802847,89.560614055336,0.7809080008269196,3.5050934064228385
sensor_5,location_7,82.77322306368055,61.838499874813195,0.7647971320111316,8.196915066387469
sensor_6,location_5,85.0695053628282,78.34097334740012,0.8620414646205287,3.953458927574217
sensor_5,location_8,16.958421005762993,73.39351595650727,0.13906719018917002,7.508689103364574
sensor_4,location_4,26.670143905926935,66.23103420553227,0.856368241809879,4.062860795153851
sensor_0,location_6,45.681547436508254,8.05753659632368,0.6150789713491602,5.7166472650129485
sensor_0,location_0,90.1661330963879,38.87670239177309,0.7265376318274217,15.038952321959101
sensor_6,location_6,73.68053022932423,55.46500728725905,0.6486648247057779,6.761425359410664
sensor_6,location_0,58.42036382584814,67.14395142953343,0.6726368679156288,5.392923986866467
sensor_0,location_4,84.33865059266762,82.8693323317677,0.7125105303534118,11.900009088338827
sensor_7,location_7,75.84038790034326,68.20236776167818,0.962612292043628,5.329723818908668
sensor_6,location_1,40.542770651019,47.21478380034166,0.05459073941093971,4.689938375334642
sensor_7,location_6,63.880032392796394,78.0147748907854,0.12220135826440316,13.330019327218087
sensor_0,location_1,42.22323093903479,74.56466201231518,0.597659838910144,4.022587013318446
sensor_4,location_0,2.962951101498912,35.56474384465676,0.4159341102397602,7.231239830926834
sensor_0,location_6,24.412624415196326,23.285956585798168,0.8183514796514735,10.130910256486798
sensor_8,location_0,80.97665602883082,50.218432783886236,0.19371500715820936,3.2500672605096317
sensor_4,location_6,51.30977651201486,27.65907142904126,0.27238392685381363,8.765312196003904
sensor_0,location_7,26.88256570167714,20.693361658021193,0.6082786675872467,10.913604242815184
sensor_1,location_0,93.13563020082239,51.1784579464745,0.7489686722127765,14.423897647962464
sensor_0,location_0,80.61288830421253,-8.039840628191307,0.6864850225688732,8.045789383158304
sensor_4,location_4,93.20686844871554,31.58409510152127,0.20885447437259885,5.1208079171620104
sensor_5,location_5,67.2396245539915,18.716379608564793,0.046954802763558276,11.957520068342335
sensor_5,location_7,81.88124769479657,31.736875822000517,0.7476109329250203,3.337729607582101
sensor_6,location_6,30.892111822210655,74.81834064023359,0.6999786501914756,12.536511455572997
sensor_0,location_0,51.63529305454348,118.8758612438013,0.47986567590029916,6.722937364049317
sensor_0,location_6,60.07678447500553,44.60549055480466,0.13594598761582105,6.879143614393308
sensor_5,location_0,81.75588822458325,43.37482070267567,0.45889662688411514,5.612936034652476
sensor_6,location_0,36.941607180106296,35.6520105666788,0.38422945715485163,7.142266057570245
sensor_0,location_7,41.899887671874325,62.34512796201342,0.42865143662398686,13.7932237515075
sensor_2,location_6,6.496646574551845,84.81976366133986,0.9723030495883589,7.781735911640407
sensor_6,location_0,44.786489227087664,26.036638914523415,0.06478324321057234,5.962819188166795
sensor_4,location_5,46.71107343266687,86.25385421805547,0.3490308316608073,5.347625496964696
sensor_6,location_4,75.15615308730422,25.74651594330435,0.7955947776797369,8.184451208596233
sensor_4,location_6,54.7315827178595,66.16687074243512,0.34272970600652164,5.410688359859325
sensor_6,location_7,0.39487922497921657,46.7934844985132,0.35890444260741966,8.734675893286633
